City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,constantia,44.1833,28.65,13.38,83,0,4.97,RO,1697320560
288,vieste,41.8825,16.175,22.48,65,5,3.42,IT,1697320560
289,tocopilla,-22.092,-70.1979,19.22,69,70,3.22,CL,1697320561
290,hammerfest,70.6634,23.6821,-0.75,86,75,3.09,NO,1697320561
291,cabedelo,-6.9811,-34.8339,26.37,68,96,6.09,BR,1697320561
292,mangai,-4.05,19.5333,21.44,99,100,1.48,CD,1697320561
293,veraval,20.9,70.3667,26.43,68,28,4.47,IN,1697320561
294,thompson,55.7435,-97.8558,15.09,58,20,1.54,CA,1697320562
295,lethem,3.3803,-59.7968,28.79,57,92,0.92,GY,1697320562
296,san patricio,28.017,-97.5169,27.15,24,4,5.14,US,1697320562
297,brookings,44.3114,-96.7984,9.47,79,100,4.12,US,1697320562
298,medicine hat,50.0501,-110.6683,16.24,43,75,4.12,CA,1697320562
299,embi,48.8264,58.1442,9.86,61,81,3.25,KZ,1697320563
300,shendi,16.6915,33.4341,32.62,24,0,5.91,SD,1697320563
301,egilsstadir,65.2653,-14.3948,-4.05,74,40,1.54,IS,1697320563
302,micheweni,-4.9667,39.8333,25.76,85,4,2.68,TZ,1697320563
303,amga,60.8953,131.9608,-7.23,78,99,2.68,RU,1697320563
304,chiredzi,-21.05,31.6667,22.13,63,33,3.91,ZW,1697320563
305,viljandi,58.3639,25.59,8.89,78,71,7.91,EE,1697320564
306,west point,33.6076,-88.6503,22.92,42,0,5.66,US,1697320564
307,gisborne,-38.6533,178.0042,18.92,54,29,5.22,NZ,1697320564
308,colares,38.7992,-9.4469,20.42,85,100,5.36,PT,1697320564
309,hilo,19.7297,-155.09,28.85,73,0,4.63,US,1697320288
310,el nido,11.1858,119.3956,27.01,81,84,1.01,PH,1697320565
311,laguna,38.421,-121.4238,28.51,40,0,2.57,US,1697320565
312,pangai,-19.8,-174.35,26.06,73,40,5.66,TO,1697320565
313,yeppoon,-23.1333,150.7333,21.88,68,19,1.51,AU,1697320565
314,laoang,12.5,125.0167,24.27,95,44,0.8,PH,1697320565
315,quellon,-43.1167,-73.6167,9.04,66,95,4.44,CL,1697320566
316,tulnici,45.9167,26.6667,13.83,61,11,2.2,RO,1697320566
317,tevriz,57.509,72.4042,3.02,96,33,2.41,RU,1697320566
318,wailua homesteads,22.0669,-159.378,28.75,64,20,3.6,US,1697320566
319,ain leuh,33.2921,-5.3384,12.69,64,50,0.23,MA,1697320566
320,realico,-35.0366,-64.2447,24.42,21,0,5.93,AR,1697320567
321,velez,6.0134,-73.6735,16.33,95,100,0.61,CO,1697320567
322,santa terezinha,-29.9002,-50.0904,17.08,83,84,7.72,BR,1697320567
323,jesenik,50.2294,17.2046,10.02,82,100,1.75,CZ,1697320567
324,caussade,44.1608,1.5391,12.47,81,10,2.68,FR,1697320567
325,zaozersk,69.4005,32.4476,1.65,87,100,10.82,RU,1697320568
326,yuzhno-kurilsk,44.0306,145.8556,14.1,69,99,1.17,RU,1697320568
327,eyl,7.9803,49.8164,26.99,84,11,2.88,SO,1697320568
328,arraial do cabo,-22.9661,-42.0278,21.98,78,100,4.12,BR,1697320568
329,retreat,38.8245,-85.8533,15.46,89,98,1.34,US,1697320568
330,oasis,33.4659,-116.0989,34.36,12,0,0.89,US,1697320568
331,turpan,42.9333,89.1667,19.05,34,93,1.07,CN,1697320569
332,mumford,5.2618,-0.759,25.87,91,100,4.19,GH,1697320569
333,kantilo,20.35,85.1833,23.12,80,0,1.36,IN,1697320569
334,russas,-4.9403,-37.9758,26.11,74,92,4.84,BR,1697320569
335,kangding,30.0513,101.9603,7.83,87,87,0.85,CN,1697320569
336,mar del plata,-38.0023,-57.5575,15.01,77,0,6.69,AR,1697320370
337,chitungwiza,-18.0127,31.0756,21.36,74,88,4.04,ZW,1697320570
338,ivanovo,56.9942,40.9858,9.45,91,100,7.15,RU,1697320570
339,palmer,42.1584,-72.3287,13.34,71,100,2.57,US,1697320570
340,maceio,-9.6658,-35.7353,24.69,88,0,3.6,BR,1697320570
341,michigan city,41.7075,-86.895,12.29,85,100,3.09,US,1697320570
342,malvan,16.0667,73.4667,25.98,84,34,1.85,IN,1697320571
343,rio grande,-32.035,-52.0986,17.19,67,98,7.66,BR,1697320571
344,smithers,54.7804,-127.1743,14.18,54,75,3.09,CA,1697320571
345,laojunmiao,39.8333,97.7333,7.31,21,1,2.84,CN,1697320571
346,morbi,22.8167,70.8333,26.65,62,32,3.47,IN,1697320571
347,corte,42.25,9.25,21.22,73,76,3.7,FR,1697320571
348,maria la baja,9.9832,-75.3016,27.42,90,100,1.63,CO,1697320572
349,brandon,27.9378,-82.2859,28.36,71,0,4.12,US,1697320572
350,parras de la fuente,25.4167,-102.1833,21.92,64,48,5.52,MX,1697320572
351,shangqiu,34.45,115.65,14.91,51,0,2.25,CN,1697320572
352,rongelap,11.1635,166.8941,28.33,74,76,3.06,MH,1697320572
353,krasnokamensk,50.0979,118.0369,-0.17,41,0,4.12,RU,1697320572
354,kristiansund,63.1115,7.732,8.36,66,100,6.17,NO,1697320573
355,bulgan,48.8125,103.5347,1.34,78,3,0.75,MN,1697320573
356,la'ie,21.6477,-157.9253,28.98,71,65,2.68,US,1697320573
357,erdenet,49.0333,104.0833,0.44,76,1,1.56,MN,1697320573
358,nerva,37.6963,-6.5497,20.17,88,73,1.08,ES,1697320573
359,vila franca do campo,37.7167,-25.4333,21.6,99,74,2.88,PT,1697320574
360,minas de marcona,-15.2119,-75.1103,16.61,69,73,5.96,PE,1697320574
361,nushki,29.5542,66.0215,19.64,26,2,1.33,PK,1697320574
362,yugawara,35.15,139.0667,14.84,97,100,5.19,JP,1697320574
363,mossel bay,-34.1831,22.146,15.66,81,82,9.58,ZA,1697320574
364,la almunia de dona godina,41.4767,-1.3745,19.23,70,64,4.13,ES,1697320575
365,tabou,4.423,-7.3528,25.26,91,100,3.18,CI,1697320575
366,merizo village,13.2658,144.6691,26.66,93,100,4.4,GU,1697320575
367,tofol,5.3248,163.0078,28.37,74,100,3.86,FM,1697320575
368,darab,28.7519,54.5444,23.0,37,0,1.97,IR,1697320575
369,tsiombe,-25.3,45.4833,22.76,83,76,1.23,MG,1697320576
370,tres palos,18.1833,-101.6167,29.23,79,84,1.35,MX,1697320576
371,fort-shevchenko,44.5086,50.263,13.98,47,0,3.68,KZ,1697320576
372,fagaras,45.85,24.9667,13.47,56,9,1.48,RO,1697320576
373,kapa'a,22.0752,-159.319,29.5,64,20,3.6,US,1697320576
374,krapivinskiy,54.9992,86.8133,5.27,78,100,4.31,RU,1697320577
375,sikonge,-5.6333,32.7667,25.69,33,100,1.35,TZ,1697320577
376,zeliezovce,48.0508,18.6542,18.21,80,100,5.33,SK,1697320577
377,la gi,10.6667,107.7833,25.36,89,98,2.14,VN,1697320577
378,barrouallie,13.2333,-61.2667,28.79,79,75,2.57,VC,1697320577
379,la tuque,47.4334,-72.7824,13.14,58,77,5.14,CA,1697320577
380,paka,4.6374,103.4368,24.99,94,93,0.0,MY,1697320578
381,pangkalpinang,-2.1333,106.1333,24.69,91,82,2.82,ID,1697320578
382,dunedin,-45.8742,170.5036,15.6,63,97,2.68,NZ,1697320491
383,mato verde,-15.3972,-42.8664,30.39,36,100,5.66,BR,1697320578
384,khovd,48.0056,91.6419,7.68,53,91,1.07,MN,1697320578
385,port augusta,-32.5,137.7667,14.6,70,17,3.63,AU,1697320578
386,alexandria,31.2156,29.9553,20.3,59,2,4.33,EG,1697320579
387,anse a galets,18.8317,-72.8642,30.29,69,78,2.52,HT,1697320579
388,igarka,67.4667,86.5833,1.21,98,100,6.18,RU,1697320579
389,saint-pierre,-21.3393,55.4781,23.09,78,0,2.57,RE,1697320496
390,kone,-21.0595,164.8658,26.76,67,43,1.65,NC,1697320579
391,wynyard,-41.0,145.7167,9.62,67,100,4.08,AU,1697320579
392,muisne,0.6,-80.0333,25.32,85,100,2.72,EC,1697320580
393,sur,22.5667,59.5289,27.0,75,0,5.43,OM,1697320580
394,camalu,30.85,-116.0667,23.49,58,2,5.15,MX,1697320580
395,ngaoundere,7.3167,13.5833,19.09,92,100,1.02,CM,1697320580
396,sao gabriel da cachoeira,-0.1303,-67.0892,28.84,64,78,0.19,BR,1697320580
397,callao,-12.0667,-77.15,22.62,73,75,4.63,PE,1697320581
398,khopoli,18.7833,73.3333,23.78,74,29,0.92,IN,1697320581
399,yuanlin,30.4151,112.8859,16.95,66,0,1.78,CN,1697320581
400,ketchikan,55.3422,-131.6461,13.26,94,100,5.14,US,1697320581
401,swakopmund,-22.6833,14.5333,14.43,85,0,1.34,NA,1697320581
402,siquirres,10.0975,-83.5066,27.97,89,93,0.49,CR,1697320582
403,ghat,24.9647,10.1728,25.09,24,3,0.9,LY,1697320582
404,bataipora,-22.2953,-53.2711,29.63,49,70,2.72,BR,1697320582
405,omutinskiy,56.4745,67.6709,2.78,92,27,3.99,RU,1697320582
406,horta,38.5333,-28.6333,21.12,88,98,4.92,PT,1697320582
407,la grande,45.3246,-118.0877,19.99,40,100,5.23,US,1697320488
408,wardha,20.75,78.6167,26.02,56,96,0.88,IN,1697320583
409,hami,42.8,93.45,15.62,22,8,1.96,CN,1697320583
410,sisimiut,66.9395,-53.6735,-3.21,78,18,5.2,GL,1697320583
411,carthage,36.8611,10.3316,22.74,40,20,3.09,TN,1697320583
412,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,5.66,EC,1697320583
413,christchurch,-43.5333,172.6333,18.11,48,20,5.14,NZ,1697320424
414,guiuan,11.0333,125.7247,27.91,77,100,2.78,PH,1697320584
415,yanam,16.7333,82.2167,23.91,88,20,1.07,IN,1697320584
416,winnemucca,40.973,-117.7357,22.03,18,0,3.09,US,1697320584
417,nieuw amsterdam,5.8833,-55.0833,33.09,72,0,2.57,SR,1697320493
418,hadibu,12.65,54.0333,27.05,78,46,2.43,YE,1697320584
419,okhotsk,59.3833,143.3,2.29,76,100,4.05,RU,1697320584
420,sidi ifni,29.3797,-10.173,25.09,46,70,1.18,MA,1697320585
421,madalena,41.2162,-8.3345,19.7,88,91,0.91,PT,1697320585
422,kargil,34.5667,76.1,1.96,67,92,1.76,IN,1697320585
423,antalaha,-14.9003,50.2788,24.06,93,97,2.4,MG,1697320585
424,howrah,22.5892,88.3103,27.0,89,20,2.06,IN,1697320585
425,gangtok,27.3333,88.6167,13.46,90,87,0.59,IN,1697320586
426,tanjung pandan,-2.75,107.65,24.68,90,100,2.84,ID,1697320586
427,cabo san lucas,22.8909,-109.9124,33.12,71,44,4.63,MX,1697320544
428,akureyri,65.6835,-18.0878,-3.04,80,75,1.03,IS,1697320586
429,nur-sultan,51.1801,71.446,4.97,100,100,8.0,KZ,1697320586
430,nouadhibou,20.931,-17.0347,27.99,74,3,5.66,MR,1697320586
431,revda,56.801,59.9303,0.99,92,49,2.57,RU,1697320587
432,hithadhoo,-0.6,73.0833,27.2,74,62,3.43,MV,1697320587
433,khanty-mansiysk,61.0042,69.0019,3.06,93,75,3.13,RU,1697320587
434,paidha,2.4167,30.9855,17.57,92,100,2.43,UG,1697320587
435,ukiah,39.1502,-123.2078,23.42,62,75,2.57,US,1697320587
436,adre,13.4667,22.2,28.07,24,24,5.57,TD,1697320588
437,narrabri,-30.3167,149.7833,21.65,33,0,2.78,AU,1697320588
438,xucheng,20.35,110.1288,23.04,86,78,3.59,CN,1697320588
439,sanandaj,35.3144,46.9923,8.01,53,0,0.0,IR,1697320588
440,thunder bay,48.4001,-89.3168,8.99,71,100,4.12,CA,1697320588
441,tanabe,33.7333,135.3667,17.54,91,79,4.4,JP,1697320589
442,ascona,46.1545,8.7733,18.48,93,20,1.03,CH,1697320589
443,maquoketa,42.0689,-90.6657,13.71,74,100,6.18,US,1697320567
444,copala,16.65,-98.9833,29.01,77,100,2.07,MX,1697320589
445,sinabang,2.4803,96.3801,25.39,84,100,1.3,ID,1697320589
446,nakhon thai,17.1006,100.8374,22.93,95,100,1.01,TH,1697320590
447,el fasher,13.6279,25.3494,31.18,21,44,7.39,SD,1697320590
448,flying fish cove,-10.4217,105.6791,24.82,94,100,4.12,CX,1697320590
449,baie-comeau,49.2168,-68.1489,8.82,87,100,4.63,CA,1697320590
450,prado,-17.3411,-39.2208,23.94,90,85,2.76,BR,1697320590
451,saudarkrokur,65.7461,-19.6394,0.54,93,100,4.17,IS,1697320591
452,coyhaique,-45.5752,-72.0662,14.34,41,20,4.12,CL,1697320591
453,kalmunai,7.4167,81.8167,24.3,88,100,2.17,LK,1697320591
454,poso,-1.3959,120.7524,25.42,72,59,1.9,ID,1697320591
455,recife,-8.0539,-34.8811,27.02,74,75,4.63,BR,1697320295
456,polyarnyy,69.1989,33.4478,2.58,82,100,12.22,RU,1697320344
457,mitu,1.1983,-70.1733,26.87,76,81,1.4,CO,1697320592
458,reggane,26.7158,0.1714,27.63,18,49,1.97,DZ,1697320592
459,coahuayana de hidalgo,18.7,-103.6583,30.23,72,73,2.52,MX,1697320592
460,alaghsas,17.0187,8.0168,30.64,16,52,6.39,NE,1697320592
461,cockburn town,21.4612,-71.1419,29.98,70,40,1.54,TC,1697320592
462,koryazhma,61.3143,47.1691,5.51,93,100,5.33,RU,1697320593
463,mary,37.0,62.5,12.93,39,23,2.59,TM,1697320593
464,le port,-20.9373,55.2919,22.72,87,41,4.02,RE,1697320593
465,adrar,20.5022,-10.0711,29.22,15,0,4.82,MR,1697320593
466,luderitz,-26.6481,15.1594,13.93,91,49,3.03,NA,1697320593
467,la palma,33.8464,-118.0467,32.7,52,0,3.6,US,1697320593
468,port saint john's,-31.6229,29.5448,17.16,71,97,5.31,ZA,1697320594
469,aioun,16.6614,-9.6149,33.72,12,55,4.02,MR,1697320594
470,aykhal,66.0,111.5,-11.07,92,76,0.89,RU,1697320594
471,obigarm,38.7173,69.7088,8.9,43,4,1.93,TJ,1697320594
472,lewiston orchards,46.3804,-116.9754,21.81,55,40,1.54,US,1697320594
473,ad dabbah,18.05,30.95,30.72,19,1,8.27,SD,1697320595
474,turar ryskulov,42.5333,70.3333,6.6,49,62,2.1,KZ,1697320595
475,sao martinho,39.5144,-9.1311,18.49,89,100,1.46,PT,1697320595
476,fisterra,42.9049,-9.2629,17.23,81,100,3.44,ES,1697320595
477,bandar lampung,-5.4254,105.258,23.18,92,98,1.74,ID,1697320595
478,bayanaul,50.7889,75.6956,6.13,61,99,7.51,KZ,1697320596
479,coro,11.4045,-69.6734,29.33,79,10,7.5,VE,1697320596
480,ahtari,62.554,24.0619,5.89,86,95,5.78,FI,1697320596
481,nar'yan-mar,67.6713,53.087,-2.16,93,64,1.79,RU,1697320596
482,alofi,-19.0595,-169.9187,25.94,73,51,5.14,NU,1697320596
483,shingu,33.7333,135.9833,17.61,91,98,1.71,JP,1697320597
484,yanykurgan,43.915,67.2481,7.89,39,25,3.5,KZ,1697320597
485,cuamba,-14.8031,36.5372,27.21,33,6,1.66,MZ,1697320597
486,zhezqazghan,47.7833,67.7667,6.87,66,50,4.73,KZ,1697320597
487,neya,58.2972,43.8681,10.44,92,100,5.96,RU,1697320598
488,telerghma,36.1165,6.3543,18.67,31,8,1.19,DZ,1697320598
489,megarine,33.192,6.087,21.08,37,0,1.54,DZ,1697320598
490,ebolowa,2.9,11.15,20.54,100,48,0.9,CM,1697320598
491,champerico,14.3,-91.9167,32.3,76,26,2.16,GT,1697320598
492,totness,5.8833,-56.3167,27.93,82,74,6.27,SR,1697320598
493,ngereklmadel,7.4883,134.4856,26.05,94,75,2.57,PW,1697320599
494,cervantes,-39.05,-67.3833,23.77,14,100,7.85,AR,1697320599
495,solikamsk,59.6196,56.7729,0.54,94,80,2.22,RU,1697320599
496,saint-francois,46.4154,3.9054,7.6,93,58,0.0,FR,1697320599
497,bougouni,11.417,-7.479,27.42,48,12,2.02,ML,1697320599
498,vorkuta,67.5,64.0,-1.11,84,100,3.89,RU,1697320600
499,saldanha,-33.0117,17.9442,20.03,68,58,6.59,ZA,1697320600
500,kavieng,-2.5744,150.7967,28.09,75,88,1.96,PG,1697320600
501,cooper's town,26.8667,-77.5167,27.59,85,38,6.95,BS,1697320601
502,torrington,41.8007,-73.1212,11.49,90,100,0.45,US,1697320601
503,chilca,-12.5211,-76.7372,18.39,86,99,3.49,PE,1697320601
504,vila velha,-20.3297,-40.2925,22.97,97,75,5.14,BR,1697320601
505,edeia,-17.3383,-49.9314,30.94,40,66,2.6,BR,1697320602
506,gurgaon,28.4667,77.0333,24.02,73,6,0.0,IN,1697320602
507,san miguel zapotitlan,25.9333,-109.05,33.42,47,4,6.39,MX,1697320602
508,dauphin,51.1494,-100.0502,13.08,58,100,4.63,CA,1697320602
509,rossleben,51.3,11.4333,9.8,81,95,6.22,DE,1697320602
510,marsh harbour,26.5412,-77.0636,28.34,82,28,6.51,BS,1697320603
511,peace river,56.2501,-117.286,14.17,62,75,2.57,CA,1697320603
512,lamu,-2.2717,40.902,26.12,89,5,4.81,KE,1697320603
513,fort mcmurray,56.7268,-111.381,14.77,44,0,7.2,CA,1697320603
514,santa cruz,-17.8,-63.1667,31.03,40,5,6.17,BO,1697320473
515,mangrol,21.1167,70.1167,26.36,68,5,4.07,IN,1697320604
516,peniche,39.3558,-9.3811,18.49,93,100,1.78,PT,1697320604
517,tarariras,-34.2833,-57.6167,16.51,46,0,5.09,UY,1697320604
518,walvis bay,-22.9575,14.5053,14.49,88,0,1.03,NA,1697320604
519,lorengau,-2.0226,147.2712,28.43,73,99,0.32,PG,1697320605
520,sosnovo-ozerskoye,52.5249,111.5418,-3.86,88,34,2.44,RU,1697320605
521,amta,22.58,88.0083,26.96,74,0,1.3,IN,1697320605
522,bapatla,15.9,80.4667,26.1,80,54,1.99,IN,1697320605
523,rosarito,32.3333,-117.0333,30.91,62,0,5.1,MX,1697320606
524,fortuna,40.5982,-124.1573,23.29,66,0,3.6,US,1697320606
525,kingisepp,59.3733,28.6134,10.21,80,77,6.26,RU,1697320606
526,acarau,-2.8856,-40.12,26.48,75,47,8.51,BR,1697320606
527,konarka,19.9,86.1167,25.22,78,3,2.89,IN,1697320606
528,manta,-0.95,-80.7333,25.88,83,100,4.12,EC,1697320607
529,itaituba,-4.2761,-55.9836,35.09,49,20,1.1,BR,1697320607
530,shijiang,27.0819,110.7933,15.04,76,0,0.78,CN,1697320607
531,scottburgh,-30.2867,30.7532,17.1,62,29,7.59,ZA,1697320608
532,alo,7.4178,6.7371,25.47,92,59,1.68,NG,1697320608
533,taoudenni,22.6783,-3.9836,29.56,15,0,2.85,ML,1697320608
534,gaiman,-43.2897,-65.4929,22.11,27,49,0.77,AR,1697320608
535,kresek,-6.1314,106.3797,29.07,78,94,0.47,ID,1697320608
536,san fernando de apure,7.8878,-67.4724,26.67,80,89,4.39,VE,1697320609
537,puerto aysen,-45.4,-72.7,9.16,95,90,1.92,CL,1697320609
538,ardesen,41.1911,40.9875,18.39,57,0,1.75,TR,1697320609
539,heihe,50.2441,127.4902,5.81,52,23,8.08,CN,1697320609
540,tamanrasset,22.785,5.5228,21.95,30,40,3.6,DZ,1697320609
541,sao felix do xingu,-6.6447,-51.995,30.35,37,52,0.12,BR,1697320610
542,ghardaia,32.4909,3.6735,23.64,23,0,2.57,DZ,1697320610
543,puerto deseado,-47.7503,-65.8938,9.17,63,0,5.67,AR,1697320610
544,tuensang,26.2833,94.8333,16.16,97,13,1.09,IN,1697320610
545,ipora,-16.4419,-51.1178,31.11,36,82,0.72,BR,1697320610
546,sihanoukville,10.6093,103.5296,24.97,94,40,1.54,KH,1697320610
547,menominee,45.1078,-87.6143,13.04,58,40,5.14,US,1697320611
548,pico truncado,-46.7949,-67.9573,17.42,27,4,6.48,AR,1697320611
549,buckeye,33.3703,-112.5838,34.9,16,0,0.0,US,1697320611
550,suva,-18.1416,178.4415,25.71,78,75,4.12,FJ,1697320611
551,xilin hot,43.9667,116.0333,1.96,49,4,2.14,CN,1697320611
552,turochak,52.2576,87.1224,5.84,94,100,1.48,RU,1697320611
553,morondava,-20.2833,44.2833,24.86,88,17,0.45,MG,1697320612
554,decatur,39.8403,-88.9548,14.03,82,100,6.17,US,1697320465
555,cinarli,41.4723,46.9156,9.09,53,0,1.98,AZ,1697320612
556,tafresh,34.692,50.013,11.32,44,0,0.72,IR,1697320612
557,codrington,-38.2667,141.9667,10.95,86,100,3.77,AU,1697320612
558,berezovyy,51.6667,135.7,6.48,83,0,1.71,RU,1697320613
559,gamay,12.3854,125.2979,25.41,90,47,0.75,PH,1697320613
560,ecija,37.5422,-5.0826,17.88,65,86,3.44,ES,1697320613
561,leh,34.1667,77.5833,3.64,62,100,1.92,IN,1697320613
562,pyapon,16.2833,95.6833,23.63,95,41,2.38,MM,1697320613
563,siwa oasis,29.2041,25.5195,23.08,39,0,3.21,EG,1697320613
564,ciudad mante,22.7333,-98.9667,31.78,46,54,3.33,MX,1697320614
565,babanki,6.1167,10.25,18.25,93,56,0.43,CM,1697320614
566,nizhnyaya tavda,57.6731,66.1725,2.79,89,20,3.9,RU,1697320614
567,cortez,37.3489,-108.5859,19.46,21,0,5.14,US,1697320614
568,los chavez,34.727,-106.7384,24.58,24,4,0.89,US,1697320614
569,undurkhaan,47.3194,110.6556,-0.18,57,0,0.68,MN,1697320615
570,malanje,-9.5402,16.341,18.84,96,100,0.92,AO,1697320615
571,yanchep,-31.55,115.6833,17.19,64,1,6.45,AU,1697320615
572,moapa valley,36.5805,-114.4703,29.26,12,14,0.94,US,1697320615
573,tvoroyri,61.5556,-6.8111,4.58,60,95,11.08,FO,1697320615
574,st. john's,47.5649,-52.7093,12.04,99,100,7.2,CA,1697320576
575,medea,36.2642,2.7539,17.75,60,100,1.63,DZ,1697320616
576,talara,-4.5772,-81.2719,23.42,68,0,8.75,PE,1697320616
